在 tabu-search 第 187 次的遞迴
總距離 = 1214.16, 車輛總數 = 11, 總成本 = 112215.08

Car ID: 0
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 93,   A = 179.19,   B = 179.19,   W = 0.00,   R = 45,   MPF = 19.81,   TWT = 0.00,   MPB = 50.19
Node: 96,   A = 194.19,   B = 194.19,   W = 0.00,   R = 34,   MPF = 9.81,   TWT = 0.00,   MPB = 143.19
Node: 0,   A = 219.45,   B = 219.45,   W = 0.00,   R = 200,   MPF = 10.55,   TWT = 0.00,   MPB = 219.45
Node: 0,   A = 219.45,   B = 219.45,   W = 0.00,   R = 200,   MPF = 10.55,   TWT = 0.00,   MPB = 219.45


Car ID: 4
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 28,   A = 6.32,   B = 6.32,   W = 0.00,   R = 184,   MPF = 129.68,   TWT = 0.00,   MPB = 0.32
Node: 27,   A = 23.03,   B = 23.03,   W = 0.00,   R = 168,   MPF = 51.97,   TWT = 0.00,   MPB = 1.31
Node: 69,   A = 40.31,   B = 40.31,   W = 0.00,   R = 162,   MPF = 29.69,   TWT = 0.00,   MPB = 1.31
Node: 50,   A = 60.31,   B = 60.31,   W = 0.00,   R = 149,   MPF = 142.69,   TWT = 0.00,   MPB = 10.70
Node: 76,   A = 75.70,   B = 75.70,   W = 0.00,   R = 136,   MPF = 14.30,   TWT = 0.00,   MPB = 10.70
Node: 3,   A = 92.41,   B = 92.41,   W = 0.00,   R = 123,   MPF = 94.59,   TWT = 0.00,   MPB = 22.02
Node: 79,   A = 106.02,   B = 106.02,   W = 0.00,   R = 100,   MPF = 2.98,   TWT = 0.00,   MPB = 22.02
Node: 78,   A = 121.68,   B = 121.68,   W = 0.00,   R = 97,   MPF = 8.32,   TWT = 0.00,   MPB = 43.41
Node: 29,   A = 142.12,   B = 142.12,   W = 0.00,   R = 88,   MPF = 7.88,   TWT = 0.00,   MPB = 43.41
Node: 24,   A = 159.19,   B = 159.19,   W = 0.00,   R = 85,   MPF = 30.81,   TWT = 0.00,   MPB = 43.41
Node: 80,   A = 178.41,   B = 178.41,   W = 0.00,   R = 79,   MPF = 19.59,   TWT = 0.00,   MPB = 43.41
Node: 0,   A = 209.51,   B = 209.51,   W = 0.00,   R = 200,   MPF = 20.49,   TWT = 0.00,   MPB = 209.51


Car ID: 7
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 5,   A = 20.62,   B = 20.62,   W = 0.00,   R = 174,   MPF = 178.38,   TWT = 0.00,   MPB = 0.62
Node: 83,   A = 37.69,   B = 37.69,   W = 0.00,   R = 163,   MPF = 160.31,   TWT = 0.00,   MPB = 4.21
Node: 18,   A = 54.40,   B = 54.40,   W = 0.00,   R = 151,   MPF = 81.60,   TWT = 0.00,   MPB = 4.21
Node: 89,   A = 72.21,   B = 72.21,   W = 0.00,   R = 136,   MPF = 138.79,   TWT = 0.00,   MPB = 4.21
Node: 53,   A = 93.91,   B = 93.91,   W = 0.00,   R = 122,   MPF = 18.09,   TWT = 0.00,   MPB = 6.91
Node: 40,   A = 110.62,   B = 110.62,   W = 0.00,   R = 113,   MPF = 3.38,   TWT = 0.00,   MPB = 45.62
Node: 0,   A = 131.80,   B = 131.80,   W = 0.00,   R = 200,   MPF = 98.20,   TWT = 0.00,   MPB = 131.80


Car ID: 8
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 52,   A = 11.31,   B = 11.31,   W = 0.00,   R = 191,   MPF = 183.69,   TWT = 0.00,   MPB = 0.31
Node: 7,   A = 31.21,   B = 31.21,   W = 0.00,   R = 186,   MPF = 138.79,   TWT = 0.00,   MPB = 4.15
Node: 62,   A = 50.15,   B = 50.15,   W = 0.00,   R = 167,   MPF = 28.85,   TWT = 0.00,   MPB = 4.15
Node: 30,   A = 76.27,   B = 76.27,   W = 0.00,   R = 146,   MPF = 25.73,   TWT = 0.00,   MPB = 14.34
Node: 20,   A = 93.34,   B = 93.34,   W = 0.00,   R = 137,   MPF = 88.66,   TWT = 0.00,   MPB = 14.34
Node: 9,   A = 114.52,   B = 114.52,   W = 0.00,   R = 121,   MPF = 0.48,   TWT = 0.00,   MPB = 26.52
Node: 81,   A = 130.52,   B = 130.52,   W = 0.00,   R = 95,   MPF = 9.48,   TWT = 0.00,   MPB = 38.55
Node: 68,   A = 155.55,   B = 155.55,   W = 0.00,   R = 59,   MPF = 20.45,   TWT = 0.00,   MPB = 38.55
Node: 12,   A = 172.76,   B = 172.76,   W = 0.00,   R = 40,   MPF = 19.24,   TWT = 0.00,   MPB = 157.76
Node: 0,   A = 197.76,   B = 197.76,   W = 0.00,   R = 200,   MPF = 32.24,   TWT = 0.00,   MPB = 197.76
Node: 0,   A = 197.76,   B = 197.76,   W = 0.00,   R = 200,   MPF = 32.24,   TWT = 0.00,   MPB = 197.76


Car ID: 9
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 2,   A = 18.00,   B = 18.00,   W = 0.00,   R = 193,   MPF = 184.00,   TWT = 0.00,   MPB = 0.00
Node: 42,   A = 40.08,   B = 40.08,   W = 0.00,   R = 188,   MPF = 50.92,   TWT = 0.00,   MPB = 5.31
Node: 57,   A = 58.08,   B = 58.08,   W = 0.00,   R = 181,   MPF = 104.92,   TWT = 0.00,   MPB = 5.31
Node: 15,   A = 75.36,   B = 75.36,   W = 0.00,   R = 173,   MPF = 5.64,   TWT = 0.00,   MPB = 5.31
Node: 41,   A = 97.53,   B = 97.53,   W = 0.00,   R = 168,   MPF = 33.47,   TWT = 0.00,   MPB = 5.31
Node: 22,   A = 111.77,   B = 111.77,   W = 0.00,   R = 150,   MPF = 15.23,   TWT = 0.00,   MPB = 5.31
Node: 73,   A = 128.84,   B = 128.84,   W = 0.00,   R = 141,   MPF = 6.16,   TWT = 0.00,   MPB = 5.31
Node: 74,   A = 143.31,   B = 143.31,   W = 0.00,   R = 133,   MPF = 25.69,   TWT = 0.00,   MPB = 5.31
Node: 4,   A = 164.71,   B = 164.71,   W = 0.00,   R = 114,   MPF = 4.29,   TWT = 0.00,   MPB = 26.71
Node: 0,   A = 199.71,   B = 199.71,   W = 0.00,   R = 200,   MPF = 30.29,   TWT = 0.00,   MPB = 199.71


Car ID: 10
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 92,   A = 18.38,   B = 18.38,   W = 0.00,   R = 198,   MPF = 34.62,   TWT = 0.00,   MPB = 0.00
Node: 98,   A = 31.54,   B = 31.54,   W = 0.00,   R = 188,   MPF = 166.46,   TWT = 0.00,   MPB = 0.00
Node: 37,   A = 42.95,   B = 42.95,   W = 0.00,   R = 180,   MPF = 155.05,   TWT = 0.00,   MPB = 0.00
Node: 85,   A = 57.42,   B = 57.42,   W = 0.00,   R = 139,   MPF = 119.58,   TWT = 0.00,   MPB = 0.00
Node: 99,   A = 73.08,   B = 74.00,   W = 0.92,   R = 130,   MPF = 27.00,   TWT = 0.92,   MPB = 0.00
Node: 87,   A = 95.31,   B = 95.31,   W = 0.00,   R = 104,   MPF = 11.69,   TWT = 0.92,   MPB = 7.31
Node: 97,   A = 109.55,   B = 109.55,   W = 0.00,   R = 92,   MPF = 73.45,   TWT = 0.92,   MPB = 8.05
Node: 6,   A = 128.55,   B = 128.55,   W = 0.00,   R = 89,   MPF = 2.45,   TWT = 0.92,   MPB = 8.05
Node: 94,   A = 141.71,   B = 141.71,   W = 0.00,   R = 62,   MPF = 32.29,   TWT = 0.92,   MPB = 8.05
Node: 95,   A = 154.87,   B = 154.87,   W = 0.00,   R = 42,   MPF = 50.13,   TWT = 0.92,   MPB = 8.05
Node: 13,   A = 169.97,   B = 169.97,   W = 0.00,   R = 19,   MPF = 10.03,   TWT = 0.92,   MPB = 8.05
Node: 58,   A = 186.05,   B = 186.05,   W = 0.00,   R = 1,   MPF = 23.95,   TWT = 0.92,   MPB = 8.05
Node: 0,   A = 205.11,   B = 205.11,   W = 0.00,   R = 200,   MPF = 24.89,   TWT = 0.92,   MPB = 205.11
Node: 0,   A = 205.11,   B = 205.11,   W = 0.00,   R = 200,   MPF = 24.89,   TWT = 0.92,   MPB = 205.11


Car ID: 11
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 82,   A = 23.32,   B = 23.32,   W = 0.00,   R = 184,   MPF = 172.68,   TWT = 0.00,   MPB = 0.32
Node: 19,   A = 46.32,   B = 46.32,   W = 0.00,   R = 167,   MPF = 99.68,   TWT = 0.00,   MPB = 6.39
Node: 11,   A = 63.39,   B = 63.39,   W = 0.00,   R = 155,   MPF = 22.61,   TWT = 0.00,   MPB = 6.39
Node: 63,   A = 81.45,   B = 81.45,   W = 0.00,   R = 145,   MPF = 90.55,   TWT = 0.00,   MPB = 35.60
Node: 64,   A = 105.87,   B = 105.87,   W = 0.00,   R = 136,   MPF = 1.13,   TWT = 0.00,   MPB = 35.60
Node: 49,   A = 128.60,   B = 128.60,   W = 0.00,   R = 106,   MPF = 3.40,   TWT = 0.00,   MPB = 35.60
Node: 46,   A = 159.00,   B = 159.00,   W = 0.00,   R = 105,   MPF = 21.00,   TWT = 0.00,   MPB = 96.00
Node: 0,   A = 204.47,   B = 204.47,   W = 0.00,   R = 200,   MPF = 25.53,   TWT = 0.00,   MPB = 204.47


Car ID: 13
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 21,   A = 18.03,   B = 18.03,   W = 0.00,   R = 189,   MPF = 176.97,   TWT = 0.00,   MPB = 0.03
Node: 72,   A = 32.50,   B = 32.50,   W = 0.00,   R = 164,   MPF = 164.50,   TWT = 0.00,   MPB = 8.38
Node: 75,   A = 47.89,   B = 47.89,   W = 0.00,   R = 146,   MPF = 144.11,   TWT = 0.00,   MPB = 8.38
Node: 23,   A = 66.38,   B = 66.38,   W = 0.00,   R = 117,   MPF = 20.62,   TWT = 0.00,   MPB = 8.38
Node: 67,   A = 88.38,   B = 88.38,   W = 0.00,   R = 92,   MPF = 13.62,   TWT = 0.00,   MPB = 10.76
Node: 39,   A = 108.28,   B = 108.28,   W = 0.00,   R = 61,   MPF = 1.72,   TWT = 0.00,   MPB = 10.76
Node: 56,   A = 125.28,   B = 125.28,   W = 0.00,   R = 55,   MPF = 37.72,   TWT = 0.00,   MPB = 10.76
Node: 55,   A = 150.15,   B = 150.15,   W = 0.00,   R = 53,   MPF = 4.85,   TWT = 0.00,   MPB = 10.76
Node: 25,   A = 163.76,   B = 163.76,   W = 0.00,   R = 47,   MPF = 22.24,   TWT = 0.00,   MPB = 10.76
Node: 54,   A = 185.80,   B = 185.80,   W = 0.00,   R = 29,   MPF = 11.20,   TWT = 0.00,   MPB = 95.80
Node: 26,   A = 207.84,   B = 207.84,   W = 0.00,   R = 12,   MPF = 0.16,   TWT = 0.00,   MPB = 149.84
Node: 0,   A = 229.02,   B = 229.02,   W = 0.00,   R = 200,   MPF = 0.98,   TWT = 0.00,   MPB = 229.02
Node: 0,   A = 229.02,   B = 229.02,   W = 0.00,   R = 200,   MPF = 0.98,   TWT = 0.00,   MPB = 229.02


Car ID: 14
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 48,   A = 27.80,   B = 27.80,   W = 0.00,   R = 164,   MPF = 164.20,   TWT = 0.00,   MPB = 0.80
Node: 47,   A = 44.20,   B = 44.20,   W = 0.00,   R = 137,   MPF = 131.80,   TWT = 0.00,   MPB = 3.20
Node: 36,   A = 61.41,   B = 61.41,   W = 0.00,   R = 132,   MPF = 50.59,   TWT = 0.00,   MPB = 3.20
Node: 8,   A = 90.20,   B = 90.20,   W = 0.00,   R = 123,   MPF = 21.80,   TWT = 0.00,   MPB = 3.20
Node: 84,   A = 112.24,   B = 112.24,   W = 0.00,   R = 116,   MPF = 5.76,   TWT = 0.00,   MPB = 4.32
Node: 17,   A = 128.32,   B = 128.32,   W = 0.00,   R = 114,   MPF = 60.68,   TWT = 0.00,   MPB = 4.32
Node: 60,   A = 150.97,   B = 150.97,   W = 0.00,   R = 111,   MPF = 50.03,   TWT = 0.00,   MPB = 80.97
Node: 0,   A = 179.00,   B = 179.00,   W = 0.00,   R = 200,   MPF = 51.00,   TWT = 0.00,   MPB = 179.00


Car ID: 19
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 230.00,   TWT = 0.00,   MPB = 0.00
Node: 1,   A = 15.23,   B = 15.23,   W = 0.00,   R = 190,   MPF = 188.77,   TWT = 0.00,   MPB = 0.23
Node: 33,   A = 37.60,   B = 37.60,   W = 0.00,   R = 179,   MPF = 54.40,   TWT = 0.00,   MPB = 13.60
Node: 51,   A = 54.81,   B = 54.81,   W = 0.00,   R = 169,   MPF = 94.19,   TWT = 0.00,   MPB = 17.52
Node: 71,   A = 77.62,   B = 77.62,   W = 0.00,   R = 154,   MPF = 70.38,   TWT = 0.00,   MPB = 17.52
Node: 65,   A = 97.92,   B = 97.92,   W = 0.00,   R = 134,   MPF = 15.08,   TWT = 0.00,   MPB = 17.52
Node: 66,   A = 121.52,   B = 121.52,   W = 0.00,   R = 109,   MPF = 37.48,   TWT = 0.00,   MPB = 17.52
Node: 35,   A = 147.64,   B = 147.64,   W = 0.00,   R = 101,   MPF = 30.36,   TWT = 0.00,   MPB = 26.81
Node: 34,   A = 167.84,   B = 167.84,   W = 0.00,   R = 87,   MPF = 15.16,   TWT = 0.00,   MPB = 26.81
Node: 77,   A = 194.81,   B = 194.81,   W = 0.00,   R = 73,   MPF = 4.19,   TWT = 0.00,   MPB = 26.81
Node: 0,   A = 224.51,   B = 224.51,   W = 0.00,   R = 200,   MPF = 5.49,   TWT = 0.00,   MPB = 224.51
Node: 0,   A = 224.51,   B = 224.51,   W = 0.00,   R = 200,   MPF = 5.49,   TWT = 0.00,   MPB = 224.51


