Iter = 0, 瞷︽秆cost = 31991.73, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 31991.73, 办秆Θセ = 31991.73
Iter = 19, 瞷︽秆cost = 32041.91, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 20, 瞷︽秆cost = 32038.33, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 21, 瞷︽秆cost = 32039.99, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 22, 瞷︽秆cost = 32035.79, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 23, 瞷︽秆cost = 32036.06, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 24, 瞷︽秆cost = 32031.38, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 25, 瞷︽秆cost = 32025.28, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 26, 瞷︽秆cost = 32011.38, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 27, 瞷︽秆cost = 32010.70, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 28, 瞷︽秆cost = 32205.58, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 29, 瞷︽秆cost = 32181.04, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 30, 瞷︽秆cost = 32128.17, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 31, 瞷︽秆cost = 32119.05, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 32, 瞷︽秆cost = 32109.97, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 33, 瞷︽秆cost = 32118.52, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 34, 瞷︽秆cost = 32122.01, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 35, 瞷︽秆cost = 32154.63, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 36, 瞷︽秆cost = 32132.01, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 37, 瞷︽秆cost = 32126.98, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 38, 瞷︽秆cost = 32116.92, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 39, 瞷︽秆cost = 32113.17, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 40, 瞷︽秆cost = 32110.80, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 41, 瞷︽秆cost = 32167.39, ó进计 = 3, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 42, 瞷︽秆cost = 32148.36, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 43, 瞷︽秆cost = 32138.95, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 44, 瞷︽秆cost = 32140.73, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 45, 瞷︽秆cost = 32137.22, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 46, 瞷︽秆cost = 32133.33, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 47, 瞷︽秆cost = 32129.87, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 48, 瞷︽秆cost = 32111.55, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 49, 瞷︽秆cost = 32087.41, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 50, 瞷︽秆cost = 32085.03, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 51, 瞷︽秆cost = 32073.37, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 52, 瞷︽秆cost = 32079.41, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 53, 瞷︽秆cost = 32075.92, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 54, 瞷︽秆cost = 32062.06, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 55, 瞷︽秆cost = 32061.35, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 56, 瞷︽秆cost = 32064.46, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 57, 瞷︽秆cost = 32065.02, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 58, 瞷︽秆cost = 32059.93, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 59, 瞷︽秆cost = 32059.02, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 60, 瞷︽秆cost = 32054.33, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 61, 瞷︽秆cost = 32048.02, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 62, 瞷︽秆cost = 32057.43, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 63, 瞷︽秆cost = 32048.63, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 64, 瞷︽秆cost = 32036.15, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 65, 瞷︽秆cost = 32031.74, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 66, 瞷︽秆cost = 32036.76, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 67, 瞷︽秆cost = 32048.28, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 68, 瞷︽秆cost = 32057.05, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 69, 瞷︽秆cost = 32261.21, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 70, 瞷︽秆cost = 32244.44, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 71, 瞷︽秆cost = 32241.86, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 72, 瞷︽秆cost = 32230.76, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 73, 瞷︽秆cost = 32202.52, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 74, 瞷︽秆cost = 32189.35, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 75, 瞷︽秆cost = 32174.05, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 76, 瞷︽秆cost = 32146.34, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 77, 瞷︽秆cost = 32127.17, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 78, 瞷︽秆cost = 32114.12, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 79, 瞷︽秆cost = 32118.46, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 80, 瞷︽秆cost = 32120.15, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 81, 瞷︽秆cost = 32113.07, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 82, 瞷︽秆cost = 32103.13, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 83, 瞷︽秆cost = 32102.40, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 84, 瞷︽秆cost = 32100.75, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 85, 瞷︽秆cost = 32092.86, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 86, 瞷︽秆cost = 32077.15, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 87, 瞷︽秆cost = 32073.33, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 88, 瞷︽秆cost = 32067.21, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 89, 瞷︽秆cost = 32063.00, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 90, 瞷︽秆cost = 32166.19, ó进计 = 3, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 91, 瞷︽秆cost = 32155.91, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 92, 瞷︽秆cost = 32161.94, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 93, 瞷︽秆cost = 32166.18, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 94, 瞷︽秆cost = 32167.66, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 95, 瞷︽秆cost = 32157.14, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 96, 瞷︽秆cost = 32150.52, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 97, 瞷︽秆cost = 32153.63, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 98, 瞷︽秆cost = 32156.37, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 99, 瞷︽秆cost = 32147.42, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 100, 瞷︽秆cost = 32126.45, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 101, 瞷︽秆cost = 32148.13, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 102, 瞷︽秆cost = 32158.56, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 103, 瞷︽秆cost = 32184.53, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 104, 瞷︽秆cost = 32222.82, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 105, 瞷︽秆cost = 32219.12, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 106, 瞷︽秆cost = 32232.78, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 107, 瞷︽秆cost = 32268.43, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 108, 瞷︽秆cost = 32285.58, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 109, 瞷︽秆cost = 32247.26, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 110, 瞷︽秆cost = 32226.53, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 111, 瞷︽秆cost = 32203.02, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 112, 瞷︽秆cost = 32196.65, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 113, 瞷︽秆cost = 32178.04, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 114, 瞷︽秆cost = 32160.36, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 115, 瞷︽秆cost = 32153.24, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 116, 瞷︽秆cost = 32142.52, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 117, 瞷︽秆cost = 32141.88, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 118, 瞷︽秆cost = 32210.99, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 119, 瞷︽秆cost = 32191.13, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 120, 瞷︽秆cost = 32196.18, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 121, 瞷︽秆cost = 32194.86, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 122, 瞷︽秆cost = 32184.98, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 123, 瞷︽秆cost = 32190.29, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 124, 瞷︽秆cost = 32202.95, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 125, 瞷︽秆cost = 32174.81, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 126, 瞷︽秆cost = 32149.37, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 127, 瞷︽秆cost = 32144.54, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 128, 瞷︽秆cost = 32138.77, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 129, 瞷︽秆cost = 32123.70, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 130, 瞷︽秆cost = 32139.25, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 131, 瞷︽秆cost = 32127.47, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 132, 瞷︽秆cost = 32182.49, ó进计 = 3, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 133, 瞷︽秆cost = 32162.94, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 134, 瞷︽秆cost = 32149.23, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 135, 瞷︽秆cost = 32143.77, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 136, 瞷︽秆cost = 32125.27, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 137, 瞷︽秆cost = 32107.24, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 138, 瞷︽秆cost = 32106.45, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 139, 瞷︽秆cost = 32111.93, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 140, 瞷︽秆cost = 32113.93, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 141, 瞷︽秆cost = 32119.41, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 142, 瞷︽秆cost = 32107.43, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 143, 瞷︽秆cost = 32124.34, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 144, 瞷︽秆cost = 32162.87, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 145, 瞷︽秆cost = 32193.88, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 146, 瞷︽秆cost = 32194.95, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 147, 瞷︽秆cost = 32190.69, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 148, 瞷︽秆cost = 32180.41, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 149, 瞷︽秆cost = 32179.10, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 150, 瞷︽秆cost = 32182.67, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 151, 瞷︽秆cost = 32177.79, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 152, 瞷︽秆cost = 32165.35, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 153, 瞷︽秆cost = 32185.22, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 154, 瞷︽秆cost = 32164.75, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 155, 瞷︽秆cost = 32141.46, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 156, 瞷︽秆cost = 32135.06, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 157, 瞷︽秆cost = 32134.44, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 158, 瞷︽秆cost = 32122.61, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 159, 瞷︽秆cost = 32117.62, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 160, 瞷︽秆cost = 32238.39, ó进计 = 3, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 161, 瞷︽秆cost = 32176.88, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 162, 瞷︽秆cost = 32136.54, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 163, 瞷︽秆cost = 32133.53, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 164, 瞷︽秆cost = 32135.60, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 165, 瞷︽秆cost = 32134.81, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
Iter = 166, 瞷︽秆cost = 32132.18, ó进计 = 3, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 31991.73
