在 tabu-search 第 628 次的遞迴
總距離 = 988.38, 車輛總數 = 3, 總成本 = 31991.73

Car ID: 0
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 500,   MPF = 1000.00,   TWT = 0.00,   MPB = 0.00
Node: 84,   A = 329.65,   B = 329.65,   W = 0.00,   R = 216,   MPF = 339.35,   TWT = 0.00,   MPB = 0.00
Node: 45,   A = 348.25,   B = 348.25,   W = 0.00,   R = 200,   MPF = 240.75,   TWT = 0.00,   MPB = 0.00
Node: 8,   A = 364.65,   B = 364.65,   W = 0.00,   R = 191,   MPF = 275.35,   TWT = 0.00,   MPB = 0.00
Node: 46,   A = 384.08,   B = 384.08,   W = 0.00,   R = 190,   MPF = 420.92,   TWT = 0.00,   MPB = 0.00
Node: 36,   A = 406.08,   B = 406.08,   W = 0.00,   R = 185,   MPF = 208.92,   TWT = 0.00,   MPB = 0.00
Node: 49,   A = 425.02,   B = 425.02,   W = 0.00,   R = 155,   MPF = 253.98,   TWT = 0.00,   MPB = 0.00
Node: 48,   A = 452.48,   B = 454.00,   W = 1.52,   R = 119,   MPF = 508.00,   TWT = 1.52,   MPB = 0.00
Node: 18,   A = 477.89,   B = 477.89,   W = 0.00,   R = 107,   MPF = 104.11,   TWT = 1.52,   MPB = 45.60
Node: 60,   A = 494.60,   B = 494.60,   W = 0.00,   R = 104,   MPF = 476.40,   TWT = 1.52,   MPB = 45.60
Node: 17,   A = 517.25,   B = 517.25,   W = 0.00,   R = 102,   MPF = 441.75,   TWT = 1.52,   MPB = 73.25
Node: 93,   A = 541.57,   B = 541.57,   W = 0.00,   R = 80,   MPF = 427.43,   TWT = 1.52,   MPB = 88.40
Node: 91,   A = 557.40,   B = 557.40,   W = 0.00,   R = 79,   MPF = 406.60,   TWT = 1.52,   MPB = 88.40
Node: 100,   A = 570.56,   B = 570.56,   W = 0.00,   R = 62,   MPF = 394.44,   TWT = 1.52,   MPB = 138.37
Node: 43,   A = 596.37,   B = 596.37,   W = 0.00,   R = 55,   MPF = 270.63,   TWT = 1.52,   MPB = 138.37
Node: 37,   A = 623.63,   B = 623.63,   W = 0.00,   R = 47,   MPF = 232.37,   TWT = 1.52,   MPB = 176.73
Node: 97,   A = 638.73,   B = 638.73,   W = 0.00,   R = 35,   MPF = 184.27,   TWT = 1.52,   MPB = 176.73
Node: 96,   A = 655.44,   B = 655.44,   W = 0.00,   R = 24,   MPF = 196.56,   TWT = 1.52,   MPB = 210.44
Node: 6,   A = 669.68,   B = 669.68,   W = 0.00,   R = 21,   MPF = 14.32,   TWT = 1.52,   MPB = 275.78
Node: 89,   A = 684.78,   B = 684.78,   W = 0.00,   R = 6,   MPF = 296.22,   TWT = 1.52,   MPB = 275.78
Node: 0,   A = 703.78,   B = 703.78,   W = 0.00,   R = 500,   MPF = 296.22,   TWT = 1.52,   MPB = 703.78


Car ID: 1
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 500,   MPF = 1000.00,   TWT = 0.00,   MPB = 0.00
Node: 27,   A = 5.00,   B = 5.00,   W = 0.00,   R = 484,   MPF = 543.00,   TWT = 0.00,   MPB = 0.00
Node: 69,   A = 22.28,   B = 22.28,   W = 0.00,   R = 478,   MPF = 490.72,   TWT = 0.00,   MPB = 0.00
Node: 31,   A = 40.09,   B = 40.09,   W = 0.00,   R = 451,   MPF = 460.91,   TWT = 0.00,   MPB = 0.00
Node: 62,   A = 59.31,   B = 59.31,   W = 0.00,   R = 432,   MPF = 484.69,   TWT = 0.00,   MPB = 0.00
Node: 64,   A = 90.33,   B = 90.33,   W = 0.00,   R = 423,   MPF = 433.67,   TWT = 0.00,   MPB = 0.00
Node: 11,   A = 113.33,   B = 113.33,   W = 0.00,   R = 411,   MPF = 397.67,   TWT = 0.00,   MPB = 0.00
Node: 19,   A = 130.40,   B = 130.40,   W = 0.00,   R = 394,   MPF = 421.60,   TWT = 0.00,   MPB = 0.00
Node: 47,   A = 148.46,   B = 148.46,   W = 0.00,   R = 367,   MPF = 453.54,   TWT = 0.00,   MPB = 0.00
Node: 7,   A = 171.88,   B = 172.00,   W = 0.12,   R = 362,   MPF = 397.00,   TWT = 0.12,   MPB = 0.00
Node: 88,   A = 188.32,   B = 188.32,   W = 0.00,   R = 353,   MPF = 374.68,   TWT = 0.12,   MPB = 0.00
Node: 63,   A = 215.35,   B = 215.35,   W = 0.00,   R = 343,   MPF = 372.65,   TWT = 0.12,   MPB = 0.00
Node: 90,   A = 229.82,   B = 229.82,   W = 0.00,   R = 340,   MPF = 424.18,   TWT = 0.12,   MPB = 0.00
Node: 30,   A = 251.22,   B = 251.22,   W = 0.00,   R = 319,   MPF = 270.78,   TWT = 0.12,   MPB = 0.00
Node: 51,   A = 270.44,   B = 270.44,   W = 0.00,   R = 309,   MPF = 354.56,   TWT = 0.12,   MPB = 0.00
Node: 71,   A = 293.25,   B = 293.25,   W = 0.00,   R = 294,   MPF = 243.75,   TWT = 0.12,   MPB = 0.00
Node: 65,   A = 313.55,   B = 313.55,   W = 0.00,   R = 274,   MPF = 254.45,   TWT = 0.12,   MPB = 0.00
Node: 9,   A = 341.93,   B = 341.93,   W = 0.00,   R = 258,   MPF = 324.07,   TWT = 0.12,   MPB = 0.00
Node: 81,   A = 357.93,   B = 357.93,   W = 0.00,   R = 232,   MPF = 241.07,   TWT = 0.12,   MPB = 0.00
Node: 33,   A = 370.76,   B = 370.76,   W = 0.00,   R = 221,   MPF = 204.24,   TWT = 0.12,   MPB = 0.00
Node: 3,   A = 388.04,   B = 388.04,   W = 0.00,   R = 208,   MPF = 344.96,   TWT = 0.12,   MPB = 0.00
Node: 12,   A = 409.22,   B = 409.22,   W = 0.00,   R = 189,   MPF = 113.78,   TWT = 0.12,   MPB = 0.00
Node: 26,   A = 426.29,   B = 428.00,   W = 1.71,   R = 172,   MPF = 399.00,   TWT = 1.83,   MPB = 0.00
Node: 53,   A = 446.06,   B = 446.06,   W = 0.00,   R = 158,   MPF = 200.94,   TWT = 1.83,   MPB = 190.06
Node: 0,   A = 460.53,   B = 460.53,   W = 0.00,   R = 500,   MPF = 539.47,   TWT = 1.83,   MPB = 460.53


Car ID: 2
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 500,   MPF = 1000.00,   TWT = 0.00,   MPB = 0.00
Node: 52,   A = 11.31,   B = 11.31,   W = 0.00,   R = 491,   MPF = 490.69,   TWT = 0.00,   MPB = 0.31
Node: 82,   A = 33.96,   B = 33.96,   W = 0.00,   R = 475,   MPF = 481.04,   TWT = 0.00,   MPB = 1.34
Node: 83,   A = 54.01,   B = 54.01,   W = 0.00,   R = 464,   MPF = 513.99,   TWT = 0.00,   MPB = 1.34
Node: 5,   A = 71.08,   B = 71.08,   W = 0.00,   R = 438,   MPF = 538.92,   TWT = 0.00,   MPB = 1.34
Node: 59,   A = 89.57,   B = 89.57,   W = 0.00,   R = 410,   MPF = 591.43,   TWT = 0.00,   MPB = 1.34
Node: 98,   A = 103.18,   B = 103.18,   W = 0.00,   R = 400,   MPF = 402.82,   TWT = 0.00,   MPB = 1.34
Node: 16,   A = 122.24,   B = 122.24,   W = 0.00,   R = 381,   MPF = 420.76,   TWT = 0.00,   MPB = 1.34
Node: 44,   A = 138.32,   B = 138.32,   W = 0.00,   R = 363,   MPF = 375.68,   TWT = 0.00,   MPB = 1.34
Node: 38,   A = 159.14,   B = 159.14,   W = 0.00,   R = 347,   MPF = 417.86,   TWT = 0.00,   MPB = 1.34
Node: 14,   A = 180.32,   B = 180.32,   W = 0.00,   R = 327,   MPF = 513.68,   TWT = 0.00,   MPB = 1.34
Node: 42,   A = 199.54,   B = 199.54,   W = 0.00,   R = 322,   MPF = 360.46,   TWT = 0.00,   MPB = 1.34
Node: 15,   A = 218.76,   B = 218.76,   W = 0.00,   R = 314,   MPF = 300.24,   TWT = 0.00,   MPB = 1.34
Node: 41,   A = 240.93,   B = 240.93,   W = 0.00,   R = 309,   MPF = 447.07,   TWT = 0.00,   MPB = 1.34
Node: 22,   A = 255.17,   B = 255.17,   W = 0.00,   R = 291,   MPF = 401.83,   TWT = 0.00,   MPB = 1.34
Node: 72,   A = 271.49,   B = 271.49,   W = 0.00,   R = 266,   MPF = 345.51,   TWT = 0.00,   MPB = 1.34
Node: 2,   A = 293.53,   B = 293.53,   W = 0.00,   R = 259,   MPF = 240.47,   TWT = 0.00,   MPB = 1.34
Node: 57,   A = 309.36,   B = 309.36,   W = 0.00,   R = 252,   MPF = 395.64,   TWT = 0.00,   MPB = 1.34
Node: 87,   A = 326.57,   B = 326.57,   W = 0.00,   R = 226,   MPF = 253.43,   TWT = 0.00,   MPB = 1.34
Node: 94,   A = 345.79,   B = 345.79,   W = 0.00,   R = 199,   MPF = 310.21,   TWT = 0.00,   MPB = 1.34
Node: 0,   A = 367.83,   B = 367.83,   W = 0.00,   R = 500,   MPF = 632.17,   TWT = 0.00,   MPB = 1.34
Node: 76,   A = 383.48,   B = 383.48,   W = 0.00,   R = 487,   MPF = 150.52,   TWT = 0.00,   MPB = 1.34
Node: 79,   A = 403.48,   B = 403.48,   W = 0.00,   R = 464,   MPF = 219.52,   TWT = 0.00,   MPB = 1.34
Node: 78,   A = 419.14,   B = 419.14,   W = 0.00,   R = 461,   MPF = 256.86,   TWT = 0.00,   MPB = 1.34
Node: 34,   A = 434.14,   B = 434.14,   W = 0.00,   R = 447,   MPF = 341.86,   TWT = 0.00,   MPB = 1.34
Node: 35,   A = 454.34,   B = 454.34,   W = 0.00,   R = 439,   MPF = 493.66,   TWT = 0.00,   MPB = 1.34
Node: 66,   A = 480.46,   B = 480.46,   W = 0.00,   R = 414,   MPF = 383.54,   TWT = 0.00,   MPB = 38.17
Node: 20,   A = 499.40,   B = 499.40,   W = 0.00,   R = 405,   MPF = 329.60,   TWT = 0.00,   MPB = 38.17
Node: 32,   A = 520.17,   B = 520.17,   W = 0.00,   R = 382,   MPF = 434.83,   TWT = 0.00,   MPB = 38.17
Node: 10,   A = 540.47,   B = 540.47,   W = 0.00,   R = 366,   MPF = 238.53,   TWT = 0.00,   MPB = 110.47
Node: 70,   A = 558.53,   B = 558.53,   W = 0.00,   R = 361,   MPF = 409.47,   TWT = 0.00,   MPB = 125.59
Node: 1,   A = 576.59,   B = 576.59,   W = 0.00,   R = 351,   MPF = 397.41,   TWT = 0.00,   MPB = 125.59
Node: 50,   A = 592.91,   B = 592.91,   W = 0.00,   R = 338,   MPF = 217.09,   TWT = 0.00,   MPB = 150.12
Node: 77,   A = 610.12,   B = 610.12,   W = 0.00,   R = 324,   MPF = 359.88,   TWT = 0.00,   MPB = 150.12
Node: 68,   A = 625.12,   B = 625.12,   W = 0.00,   R = 288,   MPF = 304.88,   TWT = 0.00,   MPB = 166.12
Node: 80,   A = 637.12,   B = 637.12,   W = 0.00,   R = 282,   MPF = 330.88,   TWT = 0.00,   MPB = 167.12
Node: 24,   A = 656.34,   B = 656.34,   W = 0.00,   R = 279,   MPF = 303.66,   TWT = 0.00,   MPB = 201.34
Node: 54,   A = 676.34,   B = 676.34,   W = 0.00,   R = 261,   MPF = 223.66,   TWT = 0.00,   MPB = 201.34
Node: 55,   A = 694.83,   B = 694.83,   W = 0.00,   R = 259,   MPF = 223.17,   TWT = 0.00,   MPB = 251.44
Node: 25,   A = 708.44,   B = 708.44,   W = 0.00,   R = 253,   MPF = 247.56,   TWT = 0.00,   MPB = 251.44
Node: 4,   A = 728.44,   B = 728.44,   W = 0.00,   R = 234,   MPF = 236.56,   TWT = 0.00,   MPB = 251.44
Node: 56,   A = 746.69,   B = 746.69,   W = 0.00,   R = 228,   MPF = 118.31,   TWT = 0.00,   MPB = 281.76
Node: 74,   A = 763.76,   B = 763.76,   W = 0.00,   R = 220,   MPF = 201.24,   TWT = 0.00,   MPB = 281.76
Node: 58,   A = 790.16,   B = 790.16,   W = 0.00,   R = 202,   MPF = 189.84,   TWT = 0.00,   MPB = 311.16
Node: 13,   A = 806.24,   B = 806.24,   W = 0.00,   R = 179,   MPF = 171.76,   TWT = 0.00,   MPB = 344.24
Node: 0,   A = 827.42,   B = 827.42,   W = 0.00,   R = 500,   MPF = 172.58,   TWT = 0.00,   MPB = 827.42


