在 tabu-search 第 492 次的遞迴
總距離 = 1453.11, 車輛總數 = 12, 總成本 = 122494.57

Car ID: 1
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 95,   A = 20.62,   B = 20.62,   W = 0.00,   R = 194,   MPF = 59.38,   TWT = 0.00,   MPB = 0.62
Node: 62,   A = 39.84,   B = 39.84,   W = 0.00,   R = 191,   MPF = 57.16,   TWT = 0.00,   MPB = 1.91
Node: 67,   A = 56.91,   B = 56.91,   W = 0.00,   R = 182,   MPF = 58.09,   TWT = 0.00,   MPB = 1.91
Node: 33,   A = 93.93,   B = 93.93,   W = 0.00,   R = 172,   MPF = 17.07,   TWT = 0.00,   MPB = 4.76
Node: 30,   A = 109.76,   B = 109.76,   W = 0.00,   R = 162,   MPF = 9.24,   TWT = 0.00,   MPB = 4.76
Node: 32,   A = 120.76,   B = 120.76,   W = 0.00,   R = 152,   MPF = 55.24,   TWT = 0.00,   MPB = 4.76
Node: 89,   A = 162.78,   B = 162.78,   W = 0.00,   R = 127,   MPF = 14.22,   TWT = 0.00,   MPB = 45.78
Node: 0,   A = 225.26,   B = 225.26,   W = 0.00,   R = 200,   MPF = 14.74,   TWT = 0.00,   MPB = 225.26


Car ID: 6
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 14,   A = 35.36,   B = 35.36,   W = 0.00,   R = 190,   MPF = 59.64,   TWT = 0.00,   MPB = 0.00
Node: 47,   A = 48.36,   B = 48.36,   W = 0.00,   R = 180,   MPF = 49.64,   TWT = 0.00,   MPB = 0.00
Node: 16,   A = 63.75,   B = 63.75,   W = 0.00,   R = 160,   MPF = 53.25,   TWT = 0.00,   MPB = 0.00
Node: 15,   A = 75.75,   B = 75.75,   W = 0.00,   R = 140,   MPF = 27.25,   TWT = 0.00,   MPB = 0.00
Node: 11,   A = 91.75,   B = 91.75,   W = 0.00,   R = 100,   MPF = 12.25,   TWT = 0.00,   MPB = 0.00
Node: 10,   A = 103.75,   B = 104.00,   W = 0.25,   R = 70,   MPF = 60.00,   TWT = 0.25,   MPB = 0.00
Node: 9,   A = 119.00,   B = 119.00,   W = 0.00,   R = 50,   MPF = 17.00,   TWT = 0.25,   MPB = 7.00
Node: 13,   A = 134.00,   B = 134.00,   W = 0.00,   R = 40,   MPF = 53.00,   TWT = 0.25,   MPB = 7.00
Node: 17,   A = 155.18,   B = 155.18,   W = 0.00,   R = 20,   MPF = 33.82,   TWT = 0.25,   MPB = 26.18
Node: 60,   A = 186.39,   B = 186.39,   W = 0.00,   R = 3,   MPF = 13.61,   TWT = 0.25,   MPB = 46.39
Node: 0,   A = 223.32,   B = 223.32,   W = 0.00,   R = 200,   MPF = 16.68,   TWT = 0.25,   MPB = 223.32


Car ID: 10
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 42,   A = 33.54,   B = 33.54,   W = 0.00,   R = 190,   MPF = 59.46,   TWT = 0.00,   MPB = 0.00
Node: 44,   A = 45.54,   B = 49.00,   W = 3.46,   R = 180,   MPF = 60.00,   TWT = 3.46,   MPB = 0.00
Node: 39,   A = 64.39,   B = 64.39,   W = 0.00,   R = 170,   MPF = 31.61,   TWT = 3.46,   MPB = 9.39
Node: 40,   A = 79.39,   B = 79.39,   W = 0.00,   R = 140,   MPF = 50.61,   TWT = 3.46,   MPB = 9.39
Node: 36,   A = 94.39,   B = 94.39,   W = 0.00,   R = 100,   MPF = 8.61,   TWT = 3.46,   MPB = 34.06
Node: 38,   A = 110.22,   B = 110.22,   W = 0.00,   R = 70,   MPF = 9.78,   TWT = 3.46,   MPB = 34.06
Node: 41,   A = 126.62,   B = 126.62,   W = 0.00,   R = 50,   MPF = 10.38,   TWT = 3.46,   MPB = 34.06
Node: 43,   A = 147.06,   B = 147.06,   W = 0.00,   R = 30,   MPF = 25.94,   TWT = 3.46,   MPB = 34.06
Node: 37,   A = 167.50,   B = 167.50,   W = 0.00,   R = 20,   MPF = 1.50,   TWT = 3.46,   MPB = 57.11
Node: 35,   A = 181.11,   B = 181.11,   W = 0.00,   R = 0,   MPF = 2.89,   TWT = 3.46,   MPB = 57.11
Node: 0,   A = 235.31,   B = 235.31,   W = 0.00,   R = 200,   MPF = 4.69,   TWT = 3.46,   MPB = 235.31


Car ID: 11
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 92,   A = 14.76,   B = 14.76,   W = 0.00,   R = 186,   MPF = 59.24,   TWT = 0.00,   MPB = 0.76
Node: 31,   A = 60.66,   B = 60.66,   W = 0.00,   R = 166,   MPF = 49.34,   TWT = 0.00,   MPB = 10.66
Node: 29,   A = 72.66,   B = 72.66,   W = 0.00,   R = 156,   MPF = 39.34,   TWT = 0.00,   MPB = 16.49
Node: 27,   A = 87.66,   B = 87.66,   W = 0.00,   R = 136,   MPF = 29.34,   TWT = 0.00,   MPB = 16.49
Node: 28,   A = 103.49,   B = 103.49,   W = 0.00,   R = 126,   MPF = 11.51,   TWT = 0.00,   MPB = 16.49
Node: 26,   A = 116.49,   B = 116.49,   W = 0.00,   R = 96,   MPF = 43.51,   TWT = 0.00,   MPB = 16.49
Node: 34,   A = 137.67,   B = 137.67,   W = 0.00,   R = 66,   MPF = 18.33,   TWT = 0.00,   MPB = 41.67
Node: 50,   A = 160.67,   B = 160.67,   W = 0.00,   R = 36,   MPF = 0.33,   TWT = 0.00,   MPB = 42.92
Node: 93,   A = 190.92,   B = 190.92,   W = 0.00,   R = 33,   MPF = 17.08,   TWT = 0.00,   MPB = 42.92
Node: 0,   A = 222.02,   B = 222.02,   W = 0.00,   R = 200,   MPF = 17.98,   TWT = 0.00,   MPB = 222.02


Car ID: 12
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 65,   A = 11.18,   B = 11.18,   W = 0.00,   R = 184,   MPF = 59.82,   TWT = 0.00,   MPB = 0.00
Node: 52,   A = 35.32,   B = 37.00,   W = 1.68,   R = 181,   MPF = 60.00,   TWT = 1.68,   MPB = 0.00
Node: 59,   A = 65.03,   B = 65.03,   W = 0.00,   R = 162,   MPF = 36.97,   TWT = 1.68,   MPB = 4.50
Node: 87,   A = 79.50,   B = 79.50,   W = 0.00,   R = 149,   MPF = 55.50,   TWT = 1.68,   MPB = 4.50
Node: 75,   A = 109.75,   B = 109.75,   W = 0.00,   R = 133,   MPF = 9.25,   TWT = 1.68,   MPB = 27.79
Node: 97,   A = 132.79,   B = 132.79,   W = 0.00,   R = 98,   MPF = 32.21,   TWT = 1.68,   MPB = 27.79
Node: 58,   A = 156.39,   B = 156.39,   W = 0.00,   R = 78,   MPF = 25.61,   TWT = 1.68,   MPB = 34.39
Node: 74,   A = 177.57,   B = 177.57,   W = 0.00,   R = 70,   MPF = 8.43,   TWT = 1.68,   MPB = 51.57
Node: 0,   A = 223.63,   B = 223.63,   W = 0.00,   R = 200,   MPF = 16.37,   TWT = 1.68,   MPB = 223.63


Car ID: 16
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 83,   A = 19.24,   B = 20.00,   W = 0.76,   R = 186,   MPF = 60.00,   TWT = 0.76,   MPB = 0.00
Node: 64,   A = 38.06,   B = 38.06,   W = 0.00,   R = 169,   MPF = 59.94,   TWT = 0.76,   MPB = 0.00
Node: 19,   A = 68.28,   B = 68.28,   W = 0.00,   R = 129,   MPF = 48.72,   TWT = 0.76,   MPB = 0.00
Node: 18,   A = 83.67,   B = 83.67,   W = 0.00,   R = 109,   MPF = 48.33,   TWT = 0.76,   MPB = 0.00
Node: 21,   A = 97.67,   B = 97.67,   W = 0.00,   R = 99,   MPF = 14.33,   TWT = 0.76,   MPB = 0.00
Node: 23,   A = 109.67,   B = 109.67,   W = 0.00,   R = 69,   MPF = 0.33,   TWT = 0.76,   MPB = 0.00
Node: 48,   A = 123.67,   B = 124.00,   W = 0.33,   R = 59,   MPF = 60.00,   TWT = 1.09,   MPB = 0.00
Node: 25,   A = 141.00,   B = 141.00,   W = 0.00,   R = 39,   MPF = 43.00,   TWT = 1.09,   MPB = 17.00
Node: 77,   A = 163.17,   B = 163.17,   W = 0.00,   R = 32,   MPF = 16.83,   TWT = 1.09,   MPB = 43.17
Node: 24,   A = 192.38,   B = 192.38,   W = 0.00,   R = 22,   MPF = 0.62,   TWT = 1.09,   MPB = 59.38
Node: 0,   A = 237.44,   B = 237.44,   W = 0.00,   R = 200,   MPF = 2.56,   TWT = 1.09,   MPB = 237.44


Car ID: 17
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 69,   A = 9.22,   B = 26.00,   W = 16.78,   R = 173,   MPF = 60.00,   TWT = 16.78,   MPB = 0.00
Node: 98,   A = 41.00,   B = 41.00,   W = 0.00,   R = 164,   MPF = 50.00,   TWT = 16.78,   MPB = 6.00
Node: 99,   A = 68.00,   B = 68.00,   W = 0.00,   R = 149,   MPF = 54.00,   TWT = 16.78,   MPB = 6.00
Node: 86,   A = 90.08,   B = 90.08,   W = 0.00,   R = 121,   MPF = 41.92,   TWT = 16.78,   MPB = 18.08
Node: 57,   A = 109.14,   B = 109.14,   W = 0.00,   R = 98,   MPF = 31.86,   TWT = 16.78,   MPB = 28.14
Node: 22,   A = 133.28,   B = 133.28,   W = 0.00,   R = 58,   MPF = 3.72,   TWT = 16.78,   MPB = 45.78
Node: 49,   A = 146.89,   B = 146.89,   W = 0.00,   R = 48,   MPF = 2.11,   TWT = 16.78,   MPB = 45.78
Node: 20,   A = 159.89,   B = 159.89,   W = 0.00,   R = 38,   MPF = 7.11,   TWT = 16.78,   MPB = 45.78
Node: 91,   A = 197.78,   B = 197.78,   W = 0.00,   R = 25,   MPF = 14.22,   TWT = 16.78,   MPB = 45.78
Node: 80,   A = 213.17,   B = 213.17,   W = 0.00,   R = 12,   MPF = 8.83,   TWT = 16.78,   MPB = 51.17
Node: 0,   A = 230.79,   B = 230.79,   W = 0.00,   R = 200,   MPF = 9.21,   TWT = 16.78,   MPB = 230.79


Car ID: 18
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 2,   A = 30.81,   B = 35.00,   W = 4.19,   R = 170,   MPF = 60.00,   TWT = 4.19,   MPB = 0.00
Node: 88,   A = 62.12,   B = 62.12,   W = 0.00,   R = 151,   MPF = 49.88,   TWT = 4.19,   MPB = 5.06
Node: 53,   A = 81.06,   B = 81.06,   W = 0.00,   R = 146,   MPF = 54.94,   TWT = 4.19,   MPB = 5.06
Node: 90,   A = 108.32,   B = 108.32,   W = 0.00,   R = 140,   MPF = 22.68,   TWT = 4.19,   MPB = 37.32
Node: 0,   A = 122.56,   B = 122.56,   W = 0.00,   R = 200,   MPF = 117.44,   TWT = 4.19,   MPB = 122.56


Car ID: 20
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 45,   A = 37.74,   B = 37.74,   W = 0.00,   R = 190,   MPF = 59.26,   TWT = 0.00,   MPB = 0.00
Node: 5,   A = 50.74,   B = 50.74,   W = 0.00,   R = 170,   MPF = 49.26,   TWT = 0.00,   MPB = 0.00
Node: 7,   A = 71.92,   B = 71.92,   W = 0.00,   R = 150,   MPF = 52.08,   TWT = 0.00,   MPB = 0.00
Node: 6,   A = 84.92,   B = 84.92,   W = 0.00,   R = 130,   MPF = 55.08,   TWT = 0.00,   MPB = 0.00
Node: 8,   A = 100.75,   B = 100.75,   W = 0.00,   R = 120,   MPF = 35.25,   TWT = 0.00,   MPB = 0.00
Node: 46,   A = 113.75,   B = 113.75,   W = 0.00,   R = 110,   MPF = 44.25,   TWT = 0.00,   MPB = 0.00
Node: 4,   A = 125.75,   B = 126.00,   W = 0.25,   R = 70,   MPF = 60.00,   TWT = 0.25,   MPB = 0.00
Node: 3,   A = 141.39,   B = 141.39,   W = 0.00,   R = 60,   MPF = 12.61,   TWT = 0.25,   MPB = 24.39
Node: 1,   A = 154.39,   B = 154.39,   W = 0.00,   R = 40,   MPF = 35.61,   TWT = 0.25,   MPB = 24.39
Node: 70,   A = 183.26,   B = 183.26,   W = 0.00,   R = 17,   MPF = 26.74,   TWT = 0.25,   MPB = 33.26
Node: 100,   A = 197.73,   B = 197.73,   W = 0.00,   R = 14,   MPF = 12.27,   TWT = 0.25,   MPB = 47.73
Node: 0,   A = 226.97,   B = 226.97,   W = 0.00,   R = 200,   MPF = 13.03,   TWT = 0.25,   MPB = 226.97


Car ID: 21
Node: 0,   A = 0.00,   B = 0.00,   W = 0.00,   R = 200,   MPF = 240.00,   TWT = 0.00,   MPB = 0.00
Node: 82,   A = 14.76,   B = 27.00,   W = 12.24,   R = 191,   MPF = 60.00,   TWT = 12.24,   MPB = 0.00
Node: 12,   A = 56.10,   B = 56.10,   W = 0.00,   R = 171,   MPF = 52.90,   TWT = 12.24,   MPB = 2.10
Node: 78,   A = 77.10,   B = 77.10,   W = 0.00,   R = 144,   MPF = 57.90,   TWT = 12.24,   MPB = 2.10
Node: 73,   A = 94.31,   B = 94.31,   W = 0.00,   R = 139,   MPF = 27.69,   TWT = 12.24,   MPB = 23.55
Node: 79,   A = 113.25,   B = 113.25,   W = 0.00,   R = 109,   MPF = 20.75,   TWT = 12.24,   MPB = 23.55
Node: 55,   A = 148.55,   B = 148.55,   W = 0.00,   R = 93,   MPF = 36.45,   TWT = 12.24,   MPB = 23.55
Node: 68,   A = 168.55,   B = 168.55,   W = 0.00,   R = 72,   MPF = 20.45,   TWT = 12.24,   MPB = 39.55
Node: 0,   A = 188.55,   B = 188.55,   W = 0.00,   R = 200,   MPF = 51.45,   TWT = 12.24,   MPB = 188.55


