Iter = 0, 瞷︽秆cost = 102075.13, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 102075.13, 办秆Θセ = 102075.13
Iter = 25, 瞷︽秆cost = 102209.93, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 26, 瞷︽秆cost = 102178.51, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 27, 瞷︽秆cost = 102183.46, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 28, 瞷︽秆cost = 102158.22, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 29, 瞷︽秆cost = 102155.47, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 30, 瞷︽秆cost = 102170.19, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 31, 瞷︽秆cost = 102175.09, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 32, 瞷︽秆cost = 102173.28, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 33, 瞷︽秆cost = 102148.67, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 34, 瞷︽秆cost = 102134.59, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 35, 瞷︽秆cost = 102133.03, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 36, 瞷︽秆cost = 102228.38, ó进计 = 10, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 37, 瞷︽秆cost = 102241.19, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 38, 瞷︽秆cost = 102241.97, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 39, 瞷︽秆cost = 102157.35, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 40, 瞷︽秆cost = 102192.20, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 41, 瞷︽秆cost = 102205.50, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 42, 瞷︽秆cost = 102209.21, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 43, 瞷︽秆cost = 102200.19, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 44, 瞷︽秆cost = 102162.01, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 45, 瞷︽秆cost = 102188.17, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 46, 瞷︽秆cost = 102182.94, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 47, 瞷︽秆cost = 102206.03, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 48, 瞷︽秆cost = 102203.23, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 49, 瞷︽秆cost = 102178.28, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 50, 瞷︽秆cost = 102187.01, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 51, 瞷︽秆cost = 102226.17, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 52, 瞷︽秆cost = 102216.10, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 53, 瞷︽秆cost = 102201.01, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 54, 瞷︽秆cost = 102209.45, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 55, 瞷︽秆cost = 102208.52, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 56, 瞷︽秆cost = 102222.15, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 57, 瞷︽秆cost = 102216.47, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 58, 瞷︽秆cost = 102209.12, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 59, 瞷︽秆cost = 102200.32, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 60, 瞷︽秆cost = 102205.36, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 61, 瞷︽秆cost = 102217.10, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 62, 瞷︽秆cost = 102215.13, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 63, 瞷︽秆cost = 102179.68, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 64, 瞷︽秆cost = 102164.01, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 65, 瞷︽秆cost = 102160.80, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 66, 瞷︽秆cost = 102153.78, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 67, 瞷︽秆cost = 102151.44, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 68, 瞷︽秆cost = 102150.32, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 69, 瞷︽秆cost = 102150.32, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 70, 瞷︽秆cost = 102171.66, ó进计 = 10, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 71, 瞷︽秆cost = 102177.82, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 72, 瞷︽秆cost = 102196.52, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 73, 瞷︽秆cost = 102217.38, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 74, 瞷︽秆cost = 102209.74, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 75, 瞷︽秆cost = 102215.97, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 76, 瞷︽秆cost = 102224.10, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 77, 瞷︽秆cost = 102221.68, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 78, 瞷︽秆cost = 102210.85, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 79, 瞷︽秆cost = 102203.09, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 80, 瞷︽秆cost = 102214.45, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 81, 瞷︽秆cost = 102205.28, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 82, 瞷︽秆cost = 102230.83, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 83, 瞷︽秆cost = 102213.00, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 84, 瞷︽秆cost = 102198.79, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 85, 瞷︽秆cost = 102205.72, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 86, 瞷︽秆cost = 102176.03, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 87, 瞷︽秆cost = 102244.41, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 88, 瞷︽秆cost = 102251.11, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 89, 瞷︽秆cost = 102222.42, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 90, 瞷︽秆cost = 102172.31, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 91, 瞷︽秆cost = 102225.05, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 92, 瞷︽秆cost = 102228.19, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 93, 瞷︽秆cost = 102208.66, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 94, 瞷︽秆cost = 102205.99, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 95, 瞷︽秆cost = 102202.76, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 96, 瞷︽秆cost = 102193.85, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 97, 瞷︽秆cost = 102207.00, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 98, 瞷︽秆cost = 102209.83, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 99, 瞷︽秆cost = 102194.73, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 100, 瞷︽秆cost = 102183.65, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 101, 瞷︽秆cost = 102178.86, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 102, 瞷︽秆cost = 102173.25, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 103, 瞷︽秆cost = 102204.22, ó进计 = 10, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 104, 瞷︽秆cost = 102194.31, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 105, 瞷︽秆cost = 102217.87, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 106, 瞷︽秆cost = 102209.78, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 107, 瞷︽秆cost = 102229.42, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 108, 瞷︽秆cost = 102202.30, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 109, 瞷︽秆cost = 102223.92, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 110, 瞷︽秆cost = 102211.57, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 111, 瞷︽秆cost = 102226.73, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 112, 瞷︽秆cost = 102202.60, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 113, 瞷︽秆cost = 102213.85, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 114, 瞷︽秆cost = 102220.48, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 115, 瞷︽秆cost = 102206.23, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 116, 瞷︽秆cost = 102235.78, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 117, 瞷︽秆cost = 102213.55, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 118, 瞷︽秆cost = 102238.85, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 119, 瞷︽秆cost = 102226.42, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 120, 瞷︽秆cost = 102232.05, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 121, 瞷︽秆cost = 102235.44, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 122, 瞷︽秆cost = 102232.09, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 123, 瞷︽秆cost = 102223.76, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 124, 瞷︽秆cost = 102208.00, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 125, 瞷︽秆cost = 102216.48, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 126, 瞷︽秆cost = 102222.46, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 127, 瞷︽秆cost = 102238.55, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 128, 瞷︽秆cost = 102215.69, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 129, 瞷︽秆cost = 102210.45, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 130, 瞷︽秆cost = 102222.80, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 131, 瞷︽秆cost = 102208.23, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 132, 瞷︽秆cost = 102202.75, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 133, 瞷︽秆cost = 102189.23, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 134, 瞷︽秆cost = 102184.35, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 135, 瞷︽秆cost = 102181.27, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 136, 瞷︽秆cost = 102172.57, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 137, 瞷︽秆cost = 102203.57, ó进计 = 10, 繦诀家览Ω计 = 2, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 138, 瞷︽秆cost = 102214.85, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 139, 瞷︽秆cost = 102220.38, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 140, 瞷︽秆cost = 102223.18, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 141, 瞷︽秆cost = 102221.51, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 142, 瞷︽秆cost = 102217.62, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 143, 瞷︽秆cost = 102231.60, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 144, 瞷︽秆cost = 102229.66, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 145, 瞷︽秆cost = 102225.79, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 146, 瞷︽秆cost = 102218.50, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 147, 瞷︽秆cost = 102204.84, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 148, 瞷︽秆cost = 102215.30, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 149, 瞷︽秆cost = 102219.20, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 150, 瞷︽秆cost = 102237.53, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 151, 瞷︽秆cost = 102214.74, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 152, 瞷︽秆cost = 102210.61, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 153, 瞷︽秆cost = 102202.67, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 154, 瞷︽秆cost = 102222.41, ó进计 = 10, 繦诀家览Ω计 = 6, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 155, 瞷︽秆cost = 102214.43, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 156, 瞷︽秆cost = 102227.54, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 157, 瞷︽秆cost = 102229.30, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 158, 瞷︽秆cost = 102230.20, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 159, 瞷︽秆cost = 102230.20, ó进计 = 10, 繦诀家览Ω计 = 3, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 160, 瞷︽秆cost = 102191.26, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 161, 瞷︽秆cost = 102207.60, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 162, 瞷︽秆cost = 102225.09, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 163, 瞷︽秆cost = 102236.73, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 164, 瞷︽秆cost = 102225.09, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 165, 瞷︽秆cost = 102218.02, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
Iter = 166, 瞷︽秆cost = 102216.98, ó进计 = 10, 繦诀家览Ω计 = 0, 程ㄎ秆Θセ = 0.00, 办秆Θセ = 102072.99
